yarn_id,yarn_name,brand,weight,fiber
7efb038072f8465affaa9f9125a10e1ec7be10db,Fuwa Fuwa,Moondrake Co.,DK (11 wpi),
da907681de9994884642752b463f6dea1b856df5,Pika Pika,Moondrake Co.,DK (11 wpi),
15fb00958030d59cb7234ea3ea91c52a0ba69c96,Sunday Morning Lux Sport,Sonder Yarn Co.,DK (11 wpi),
4d2e14e12ef694bfa05be56ebde7d7a8207dae32,Midnatssol,CaMaRose,DK (11 wpi),
b3afb83fd09573ef9860900de4415cb039cc93c1,Loch Lomond Lace GOTS,BC Garn,DK (11 wpi),
569edcdccd86a9ef42b4a05c046dad9436370f75,Jump Scare DK,Undercover Otter,DK (11 wpi),
04c83a98a11dd750b054034e24f2dc73a0254290,Cloud,Gregoria Fibers,DK (11 wpi),
b639f1e27cbd7654eac8eed3592a2c49d44341f6,Spruce Sock,Treehouse Knits,DK (11 wpi),
b6d1439abf61cab77a0df784d3156df94b827cb2,Suri Ash Lace,Treehouse Knits,DK (11 wpi),
24f532fcc41892a4731c18d07c2017874df20a14,Premium Merino Yak 4-fädig / 4-Ply,Schachenmayr Regia,Sport (12 wpi),
3149c3693087a06aeb38d743b4f40bc7cc022d88,Cashmere Lace,Gepard Garn,Light Fingering,
d0c6113e6a2baeb7c74b79bf722248444b5bb265,Wild & Soft,Gepard Garn,Light Fingering,
4b3c6d5da4cf5983d5b8f2f532de335f58c1da13,Kid Silk 5,Gepard Garn,Light Fingering,
56c7e97f1b0e51b7da558160802a0536946e6db8,Brushed Lace,Von Broich,Aran (8 wpi),
15e7b9d35803e702ad9568fbd84dd86b078cb2c7,Peer Gynt,Sandnes Garn,Bulky (7 wpi),
3b79a02a4f0b33abaaaef3698c32a323f34cdf6d,Alpakka Følgetråd,Sandnes Garn,Bulky (7 wpi),
1c0a783608dc4de706e3fee1a0c43f682ce67870,Merino Linen ,Kokon Yarn ,Fingering (14 wpi),
da783be7111bf751a7763ff3e820a2238e29e1ea,Silk Mohair,Sysleriget,DK (11 wpi),
fc78bcc7f9d683b33f799fd99c68b4c07bc0fb47,No. 20,Önling,Worsted (9 wpi),
266b416d570abc2cd1ff754ffbfcb600b5d94f81,No. 10,Önling,Worsted (9 wpi),
8700d2ca8c37498986bbf422a7a9500fa7ff009d,No. 12,Önling,Worsted (9 wpi),
12a0d40c9de9876a774a1c1407e28ca2de7521cf,No. 15,Önling,Worsted (9 wpi),
fce95697deed52fe607f66f93a18f763d8b96bfa,DROPS Alpaca,Garnstudio,Aran (8 wpi),
fb0d7e0692c2b3c9e7375c6a08e362fb0b9a6dc2,Merinocot,Lana Gatto,Aran (8 wpi),
0038622342c88c6cc6832918264758b54cbad64d,Fleece Jacob DK,West Yorkshire Spinners,DK (11 wpi),
1c11e731d2ea444c8cb566a4f96d0f411e914226,Kidsilk,Tieke Garne & Wolle,DK (11 wpi),
f0d03895e046161c1abc624aa412e26b8be7f20d,Merino Single,Qing Fibre,DK (11 wpi),
1cbaaf66bc27ce06be0c80fc1e09fed01120455e,Sock ,Isager Yarn,DK (11 wpi),
40720b72c31984f8a659aa5b23d05ff67e9baa63,Mountain Mohair,Green Mountain Spinnery,Aran (8 wpi),
6411a060e697401148b686d28d03445b627380d5,Weekend Wool ,Green Mountain Spinnery,Aran (8 wpi),
1cb507fb59977d79e30446a9a57d1da1a5faea97,Mercado,Berroco,Aran (8 wpi),
f277222f392ff4b5a8c8be10c9b86ae2bb01d56a,Tvinni ,Isager Yarn,Lace,
dee9c0e947af21832f706ef11d1a017d33864b6a,TAGE,WOOLFOLK,Worsted (9 wpi),
6883ceb073d8e86ddd3ed930ee51414ba511f48e,Merino DK,Musa Yarn,Worsted (9 wpi),
e5f28962034c36292f16918bb896aa18cd89462d,Kupa Baby Yak Organic Cotton,mYak,Light Fingering,
583cd94db36b4b880713671d0db31380279d097d,Cumulus,Garna ,DK (11 wpi),
f84d2652d0a9091418eb9c56bfcda57e097eb2c1,PureWash Fingering,Tanis Fiber Arts,Fingering (14 wpi),
1f93e0f002735580d8874085ba7bbd0f3140e9f5,Kid Mohair,Tanis Fiber Arts,Fingering (14 wpi),
d67decca1ac7911767065a1427d7f2f81cf6e32e,Willow,Tanis Fiber Arts,Fingering (14 wpi),
23d3446c36e0fe89a3dedb051eee9266901ddc70,Mixtape,Knit Collage,Worsted (9 wpi),
d250a7d1c567813904fa1e920b6abf1a6bbfcd8d,Hamelton Tweed 1 GOTS,BC Garn,Aran (8 wpi),
e06363ad2f80d6dab78afc337c660f475607fc00,Wool Local Aran,Erika Knight Yarns,Aran (8 wpi),
91d1b1d7c57698277da3075d89df4ae4617156fd,Friends Wool,Hobbii,Aran (8 wpi),
d57c5d96597a265354110e141e020d88bdfef6d4,Ask,Hillesvåg Ullvarefabrikk,Sport (12 wpi),
4a7a3811483dfa510c03a4d15880fc82f7c25350,Finull,Rauma,Sport (12 wpi),
dacbe5fe35be7364abd73289b66027c8d868592d,Finsk Lantras Sport,Libbsticka,Sport (12 wpi),
8a8110910e7f547bcb17c6447c888baae1f08ad9,Caracurl,Lanamania,Bulky (7 wpi),
2171e2274410a5b41eb012106613d31b78d2f5d2,TrueWash DK,Little Fox Yarn,DK (11 wpi),
8de375a4d7601750785c4a59e373ea6c14c38a70,Tynn Line,Sandnes Garn,DK (11 wpi),
c8ffb7f2fc1846ddc7b268921541353c51a3eea7,Hør Organic,Isager Yarn,DK (11 wpi),
513ee2f9ecc8c60815ab1ae9e45d26ac2e847f05,Trio 2,Isager Yarn,DK (11 wpi),
e388ac5cb66efd708c34a17d3573d5888cde0444,Alpaca 3,Isager Yarn,DK (11 wpi),
76ffff811c44b21be79633f332d8af8debd828b8,Distilled,World of Wool,DK (11 wpi),
a3ba7f31947a827e9c1c22d4cc145e5180d43b06,The Baby Wool,we are knitters,DK (11 wpi),
dced45923386d63e627dfaad0862c60d4d572f77,Peira Sport,knitty and woolly,Sport (12 wpi),
763b645ac94fa761b4c13ce7a801e1e2846a9f25,Mondim,La Bien Aimée,Fingering (14 wpi),
9dd5313d54e307510a8c9128585902e7aed2a84c,Brushed Lace,Mohair by Canard,Worsted (9 wpi),
af1950e6c02a2371ed40ab21faaa42fda8c53ebe,Palet,Isager Yarn,DK (11 wpi),
68234a23e4a8456c3a1683d48826f64aaebf9cdf,Trio 1,Isager Yarn,DK (11 wpi),
f98b3ada04bb4fca62e37bced5c482f95b8b80bb,Nene 4 Ply,RiverKnits,DK (11 wpi),
8a697affa05368664fdea77ef9315d65036293b8,Double Sunday,Sandnes Garn,Aran (8 wpi),
00bb0b30ff4e4c3e6318e035c809f45d277dfec7,Sayama,Pascuali,Aran (8 wpi),
e6b5c90a222035a01da866d689c98407d6ef2b7a,Aatos,Aara Yarn,DK (11 wpi),
c8a6c4bc4417cb0d0e6177e8190ac7a8855c79c8,Anu,Serendipitous Wool Company,Light Fingering,
05ef9fec2ba21972db1ed8561ac995d318a25800,Amble,The Fibre Co.,Light Fingering,
fc754f08b6f24e9f64da954d5d8dfcc7bd60aa3e,Extra Fine Fingering Merino Linen,Frankie Grey Fibres,Light Fingering,
6f0e1094549f38059a391169e2d9f732f740e804,Field,Gregoria Fibers,Sport (12 wpi),
b5d25c92fdaccd835d4fe38b6914705911ac28bb,Love Story Einband,Hélène Magnusson Yarns,Worsted (9 wpi),
6386b79b752409d8000a027e540fea972a1db257,Linen Quill,Purl Soho,DK (11 wpi),
ecd155258c99d3e6717cfc65cad5bd0efe3be5b7,Babyalpaka Lace,Kremke Soul Wool ,DK (11 wpi),
39bcbe7be57c4933565f369417eccee11b75d802,Babysilk Fluffy varigated and solid,Kremke Soul Wool ,DK (11 wpi),
5759d45b258e4dd98c2b01bcacdddea94ed1a94b,DIVA KID MOHAIR SEIDE,Garnmanufaktur,DK (11 wpi),
53be11ef6a6c11339f87680e0c1d6f66b8d0a675,Creativo Cashme,Garnmanufaktur,DK (11 wpi),
a3bbd771624f5389e59e61f5e2dcfcf1374745b3,Pegulhal,Retrosaria Rosa Pomar,Light Fingering,
0777e40c3f9d1c4e860d940e5b41fa3beae1df03,Merci,Filcolana,Sport (12 wpi),
fb2cfbfdf3a5f5f97ac6d7e667e3ecac7f8b16cd,Aloft,Knit Picks,Bulky (7 wpi),
09bebe96345ddabaa4a5f76f244a17a8c632fcfd,Feeling Good,Wool and the Gang,Bulky (7 wpi),
436108cf60ef585af7777c5ff2348df7391b1d82,Brushmere,Cardiff Cashmere,Bulky (7 wpi),
e106f8c209f4139526c66a2f7fd73a4846df82a0,Earthy Sock,Explorer Knits + Fibers,Fingering (14 wpi),
97f6e5181a52296380bbf46f04dfff4ab5db20a5,The Silk Mohair,My Knitted Closet,Worsted (9 wpi),
2c63102367fc288f589edbb0e67fe93d3932fd08,Mojave,Kelbourne Woolens,DK (11 wpi),
49f8d1f7a8b04cdf682c76e38b83ab17a45c75ea,Tweed,Isager Yarn,DK (11 wpi),
ba4518cc8622e948eae5c93ead55a1098e8c5325,Arwetta,Filcolana,Bulky (7 wpi),
d594bd8b0c20a392c30b430837865ed22b2c1bd2,Merino Singles,Sysleriget,Bulky (7 wpi),
5a66763708c1578f1daafb5123265723f221329b,Knitting Cotton,Daruma,DK (11 wpi),
28b1f4cfa21e2b27aa4534361dd89619f0809fa0,Vovó,Retrosaria Rosa Pomar,DK (11 wpi),
af85f4d0651265d9401cebdc279a7c4deffb51a0,Knitting Yarn,Purl Soho,DK (11 wpi),
87efa3548617b763c7329175185d3c6a0c131c64,Soft Fine,Isager Yarn,DK (11 wpi),
88e0f0255e70cce03084f4ec9b2a910f4e52f0a5,Silk Mohair,Sysleriget,Sport (12 wpi),
72e7efca6863a94a970f25637540758a76bcf7be,Bouclé,Isager Yarn,Aran (8 wpi),
c77f04ab9648d2e34435900748a3d599fd5c15ca,Dansk Pelsuld 5.5/2,Hjelholts Uldspinderi,Aran (8 wpi),
937329bed5428f434e703e319e4d8b5358aaa862,Vidde,Hillesvåg Ullvarefabrikk,Aran (8 wpi),
fd6f3d3dd6ab3d4aae40fce7b99d1d2b841db452,PetiteKnit Double Sunday,Sandnes Garn,Aran (8 wpi),
48a4c77b35bd405d0422fdc6d60e0383e96b7810,Classic Sock,Spun Right Round,Fingering (14 wpi),
85b7380a6f8a9eb26364f564c8c73858a18be39a,Merino Singles,Union Fibre,Fingering (14 wpi),
b87c1adaa576b75f9a8927536b6bb87376bdd9f8,Merino 105,Austermann,DK (11 wpi),
43e332994405d033fb36fe512c5b97e453522ed7,Fleece Jacob Aran,West Yorkshire Spinners,Aran (8 wpi),
9d16b39b9a0c8a79ab1fa37023862582adb28ce3,Organic Cotton,Krea Deluxe,Fingering (14 wpi),
d48b8ce628f13a94afbac486c78e7db834775eaa,Delaine Merino,Stone Wool,Fingering (14 wpi),
2f0062fae9fa4e0374d227003972ae0d28798634,La Madrilana DK,dLana*,Worsted (9 wpi),
6f2c7030c1282980be920079de503e4cb336bc17,Cashmerino 20,Sweet Fiber Yarns,Fingering (14 wpi),
949c8d9d79b4cbb28be7c0c5659292e27776d538,Sock,Rainbow Heirloom,Fingering (14 wpi),
5f92257fe7b1a82b661ef6473ffce1347852aeab,Squish Fingering,The Farmer's Daughter Fibers,Fingering (14 wpi),
21a81bbe9c3fe322346c3c8a71c5f4f1227e94a6,Cashmerino,La Bien Aimée,Fingering (14 wpi),
c9711bdd99c84aa952327b19f5a76eebe718289d,Linen Merino Singles,Life in the Long Grass,Fingering (14 wpi),
e5e39a23bc0d2bb8acda1e3d7c9848ddd9fa008c,Alpaca 2,Isager Yarn,Aran (8 wpi),
a91504f94079640b4950694a5f3485b6dd716064,Mulberry silke,SabinaSiestoe,Super Bulky (5-6 wpi),
99c006c5c145dba514bc0c8d04d3c8aadf0c587b,No. 2,Önling,Sport (12 wpi),
f225535c709b6e4ad44d7e1f1263173950f98dcb,Cashmere Klassisk,Gepard Garn,Sport (12 wpi),
ffe228b33cde863ec3ce758f36e4871c9891938e,Redwood Worsted,Treehouse Knits,Worsted (9 wpi),
c981c548e07ec2c032d13c47878d3b5fad9b6792,Merino Baby,Katia,Sport (12 wpi),
48b8cb9bae7c8f7ac5d921e5031e3ff2b5d39284,Vegan Cashmere,Kremke Soul Wool ,Bulky (7 wpi),
de6d73bf73546be65303997c24c8313f80ad6533,Premia,LAMANA,Fingering (14 wpi),
1b2224686fd3cd4fe11beaf3b331a253b3083abe,No. 10,Önling,Fingering (14 wpi),
cc3cb0a492e1cc979b8acbc7792415df9f24ed26,Dove DK,Treehouse Knits,DK (11 wpi),
da3d4f64667a7bde422666adcdb71a27d5006c40,Silk Mohair ,Lana Gatto,Aran (8 wpi),
8e019c042e179435d97e2de91f0a04927d1cbd69,The Merry Merino 110 GOTS,Kremke Soul Wool ,DK (11 wpi),
a7db67f3a331e0f37b7d5d3b56314821d10569f4,Merino DK,Mira Isan Studio,DK (11 wpi),
614ea7dfac607a8dd202bde1e022f3fd282d5dd2,Håndværksgarn,Hjelholts Uldspinderi,Bulky (7 wpi),
3417c7daa30beadb4ba97da64bffa10a74c16231,Vidde,Hillesvåg Ullvarefabrikk,Bulky (7 wpi),
35aa758ae885cd3e539fc4feb82b81ced8be6127,Highland,Isager Yarn,Worsted (9 wpi),
75aa55c59b7ae8def0fc840bf88fcbfc2bb27146,Premium Silk 4-fädig | 4-ply,Schachenmayr Regia,Fingering (14 wpi),
b3c0d074a9fd80d9f4dcdaadfdc30641a8493a72,Kid Seta,Gepard Garn,Worsted (9 wpi),
564bc923b2bad5c4ce03840cd6f80573e8caeced,Wild & Soft,Gepard Garn,Worsted (9 wpi),
f8de756042adfe2b6da1643a99a217afa90583ae,Wild Wool Silk,Gepard Garn,Worsted (9 wpi),
e318a2e59f75e069a4595d9deec1f42599e11975,My Wool,Gepard Garn,Worsted (9 wpi),
23d6ec80815c644e48f723ad6262a254d81d8f35,Big Bio Balance GOTS,BC Garn,DK (11 wpi),
8829086edfc1438540e8126cdd1494b575be970e,Bio Balance GOTS,BC Garn,Sport (12 wpi),
0cb44b711db732e535fd41f329c1810a3c8b4250,Bio Shetland GOTS,BC Garn,Sport (12 wpi),
d40d0b59912a7385f3a6d880fbd503ac33822fef,Mokosh Merino d'Arles GOTS,Hey Mama Wolf,Sport (12 wpi),
1bae752b015d0ab8b129da97a6386d9a73da2739,DROPS Safran,Garnstudio,DK (11 wpi),
e42070e2bbe4601cbe9c09f71e72cbbe6a2df1fc,DROPS Fabel,Garnstudio,DK (11 wpi),
6f9c3bc8faa98c2915ec95bf1a7c4c2e01824b8c,Tussah Tweed,BC Garn,DK (11 wpi),
04cc1186fd03f315d36ce20b3c52e0438f9eebda,Kid Classic,Rowan,Worsted (9 wpi),
b6ece9ce4d32dff8e3079aa28f582049b8fee80b,Chickadee,Quince & Co.,Worsted (9 wpi),
080a72352140d47f454a51f3c4bce07a6155a8b4,50 Mohair Shades,Concept by Katia,Worsted (9 wpi),
7dac277b160994d4eb736715c4e25b0dc1d77192,Yagi,Eline & Laines,Fingering (14 wpi),
55e9b567319bf018bd08e31a5b63da4fbe19b6e3,Sheepsoft Aran,by Laxtons,Aran (8 wpi),
ec04eb36711f72734a2184c4c8dc612261199e8b,British DK,Les Garçons,Aran (8 wpi),
6cff53ef1b8f43762ce1b9763089af016f7eb305,Sunday Morning DK,Sonder Yarn Co.,Aran (8 wpi),
d66919cc8c19e7f903ef9ef38d748e9b0d28996f,Halo,Sonder Yarn Co.,Aran (8 wpi),
dbc62c18dfd5994a627d6785165cf54ae961d481,Kilcarra Soft Donegal Tweed Singles,Donegal Yarns,Aran (8 wpi),
932814a9e6aa9b96895a5602a5802305ac362598,Berry Smooth Sock,Woolberry Fiber Co. ,Fingering (14 wpi),
ffe5b1461b971d13961bf065256492534f8f58f2,Berry Tweed Fingering,Woolberry Fiber Co. ,Fingering (14 wpi),
37dbdf91e9c106f46275b3d5ad1e46e08f89ae05,Sequoia Sock,Treehouse Knits,Fingering (14 wpi),
c005c8701c68dd05349f5b0d39217fd55c11f063,Mendip DK,Marina Skua,DK (11 wpi),
6b806150aaa9af58ffeb7db8f3670875daffcb77,Fluff Merino DK,World of Wool,DK (11 wpi),
ff2df17e639998831197af487620ff15aea591ed,Silkhair,Lana Grossa,Worsted (9 wpi),
82e2448eacc9f135a2099fe64b81ecc2c647d99d,Isager Soft,Isager Yarn,DK (11 wpi),
c9b03bd03e700539bac442fb0380b4d8df888678,Woolly Wood,Novita,DK (11 wpi),
9fbad30516558020970c748382c58a9ce8cb5266,St. Moritz,Hayfield,Aran (8 wpi),
2ada2d3e571ba665c854fc63002c63ad0f22d706,Angel,Debbie Bliss,Aran (8 wpi),
00529d906f3cc219ceac9476bd0495fd3ad78d42,Lace Garn,Rohrspatz & Wollmeise,Lace,
834e1e5ef57b7163e19ba00f4b073411ea11e82a,Spinni,Isager Yarn,Aran (8 wpi),
fe50ecf783538803fc684381e96589824c225026,Pura Lana (50% alpaca),Gepard Garn,Aran (8 wpi),
9bfb81478dba0d49399c2006a79be7d30051aea7,Soft Alpaca,Hobbii,Fingering (14 wpi),
4f3a0c04e87fe166ec852785c49feef0ee6c4c8e,Woolfolk x RD Täge,Ritual Dyes,Worsted (9 wpi),
73d9f602b52c51a7b586385b51e24346f1730084,Spinni,Isager Yarn,DK (11 wpi),
80796548a90b92b5f324658104d56672b8273a2f,Silk Mohair Glitter,Artyarns,Fingering (14 wpi),
f6fd3130756c22b52c9987bddc25aed50df5a12a,Beaded Mohair & Sequins,Artyarns,Fingering (14 wpi),
2cbc5d1bb2c27dc6cf11710570d99246e101a032,Merino Cloud,Artyarns,Fingering (14 wpi),
e3f0bd42f9e714074adc1a327e682a8ce7290a6a,Hawthorne DK,Knit Picks,DK (11 wpi),
bbf74a5b587cc451a7dbc547b8acf1bfffed5371,Mohair Silk,The Wandering Flock,Sport (12 wpi),
bba3ce8f7d15950d5b6ef091e0bce5f9542705a1,Organic Cotton,Krea Deluxe,Worsted (9 wpi),
0d582d2cb9e1cd57677e81230ef0aa7a906e2d29,Wilder,Spincycle Yarns,Sport (12 wpi),
85db964a135a74b810768c03b6c9f07649675247,Pegasus,Das Mondschaf,Light Fingering,
45b3b58481711604894d8d96a0453200a385d68b,Como Grande Tweed,LAMANA,Bulky (7 wpi),
8536ce02ace1add03e5ab209a5a53988978ff1e0,Bouclé,Isager Yarn,DK (11 wpi),
c77783c2826ed1ea8606dd1113216c0767cae944,Ballerina Chunky Mohair,Sandnes Garn,DK (11 wpi),
451e60502113289b616eb336a3219e6c53ea1dd6,Lux Lama DK,Schwedenrot Yarns,Aran (8 wpi),
331aefd88c3aa221b3039241c8da153c40ba6e73,Harmony 2/30 WoolMar,Lana Gatto,DK (11 wpi),
15bd6b68909b7dee288745ac9ded1f872a0349eb,Gilliatt,De Rerum Natura,Aran (8 wpi),
e4cb8df7422ef7d5b871890351707b00a7234dfc,Darnie,Studio Donegal,Sport (12 wpi),
1faba2a5326464301b2384cb0fc19d8e3a1b93fb,Alpaca 1,Isager Yarn,Worsted (9 wpi),
93dd8f10b7eab1ee299bd913c42ae8832154709c,Pura Lana (100% wool),Gepard Garn,Worsted (9 wpi),
01742a4eebb61cc72f023fb0631a27b967bb81da,Cashmere Lace,Gepard Garn,Worsted (9 wpi),
9739637f957d04f2c7e48626a32bb4234742ca1e,Merino Sock,Nurja,Fingering (14 wpi),
a8e103b0dd18334913cd0fe7b41dfcff07d0caa2,Viola,Novita,Fingering (14 wpi),
ae5ce329a159780e211b915a997b3446ce751ae3,Single Ply Linen,Lavender Lune Yarn Co.,Fingering (14 wpi),
7a2d80c6f148535d23b264432000ad6dfe81c19a,Aljorxe,Retrosaria Rosa Pomar,Fingering (14 wpi),
1bf4e03eaeceb0c3ac16e94e847a1123fca11fe4,Fae,Ritual Dyes,Fingering (14 wpi),
6aa51e4a51f21b87afe6814d1e7ecbde79714d2d,British Eroika (ブリティッシュエロイカ),Puppy,Worsted (9 wpi),
858c5e634021fd7b9f5946d54380524b1393d9ad,Mini Sport,Anny Blatt,Worsted (9 wpi),
e5f6891e525d36b5ded0cc2503b9d58c57636cad,The Cotton Merino,My Knitted Closet,Worsted (9 wpi),
898fba5c850500be333de5fae1131a62a82a4408,Sport Nouveau,La Bien Aimée,Sport (12 wpi),
d0725537a6bd3e7d4338b3504bbbbfdcf80f9e1c,Natural Sock,Woolly Mammoth Fibre Company,DK (11 wpi),
47db92a0575c696274d3b4b27a8f6cb37a4013aa,Leva,Emma Fassio,Sport (12 wpi),
f227797f5d663af6a8c14d2cd36f8016009054e8,Linné,Emma Fassio,Sport (12 wpi),
f3b557af813dcd0b0fa9f25315456dee0c164773,Mohair+Wool,ONION Knit,Worsted (9 wpi),
0d58c1d863303ea99561b5e1528ee0ec902acc3b,Deluxe Cashmere,Mondial,Sport (12 wpi),
20dc199ac632dcc1264d0fd4466edcf69655bb89,Plum,Rauma,Bulky (7 wpi),
8cc5539fc29e46b4f87e3c7a7de466bf891f795f,Vams ,Rauma,Bulky (7 wpi),
5920bc9acd93101157912bfd9f9d401b5b3330cc,Puno,Gepard Garn,Aran (8 wpi),
100a782b80370b74b226a93c2fbca2217fa4ad3e, Fluffy Alpaca,Walløe,Aran (8 wpi),
21504fd508916a8774faafdcbc462d75a92daca4,Axis worsted,Lily Kate Makes,Bulky (7 wpi),
5765bb0bdec32b758dbf0561ff3658062aee22ce,Double Kid mohair,Mohair by Canard,Worsted (9 wpi),
a181c073b1ab863d2636c1fdfef095f9632c0969,Mohair Bouclé Solid,Mohair by Canard,Worsted (9 wpi),
f296ff394225d545059ed36e9fcb1543c62e8076,Fingers Crossed,The Woolly Skein,Fingering (14 wpi),
ff52cfed1d5ab1f2d8a62772585665ab98e21bc2,BomBX,The Woolly Skein,Fingering (14 wpi),
f518c80245502eeaeb978c21233c0a6a4dbd2752,Cosma,LAMANA,DK (11 wpi),
1d67a24d0433cd29929ddf6a700919c2b70f21d9,Morning Salutation,Kremke Soul Wool ,DK (11 wpi),
efbc327e3aa95bd63c9503c54402dc2f05b3a22c,Angenehm DK,BOHEI Artist Dyed Yarn,DK (11 wpi),
1570684f544795bf11ab77da6fe0c61f195bd1b6,trino Köln '23,rh:ool Yarn,DK (11 wpi),
92c262f73225983c208b022124ea0911f306c6c5,baby bloom Düsseldorf '23,rh:ool Yarn,DK (11 wpi),
5f2f1fe3179c3d9bee746f28061f1d1beb94ca73,Sock,Tejedora Chile,DK (11 wpi),
a83219409e4aea72a5d7ad0551b395c33f53eb0d,Kid Mohair,Tejedora Chile,DK (11 wpi),
813183344f2ecee42a7b478df1e2904d5079ae17,Merino Tweed,Tejedora Chile,DK (11 wpi),
9093332e8f3fa1a58c997084d237d87ccc40e6ab,Lovely Merino Treat,Rosy Green Wool,Aran (8 wpi),
c3e243987f0c1e9240da21fd0269d5af5d3afb87,No 1 - Mohair Tweed,Järbo Select,Aran (8 wpi),
95bda22630fd50e5abcfd961d4a36a04182a1be0,Merino Maxi,Svarta Fåret,Aran (8 wpi),
524c884aed53a315cc9e933f196a2c4461486a55,Highland,Isager Yarn,Aran (8 wpi),
306c530d3ea34fb567a865e22327af47c40cb295,Line,Sandnes Garn,Aran (8 wpi),
b02eedbdd528751f425a08bedfee7cabbb817924,Tynn Line,Sandnes Garn,Aran (8 wpi),
34a211d5f151220e6fc520e7e8e6d1a0679c1dc5,Palet,Isager Yarn,Aran (8 wpi),
1a1123ffcf49a82e1112a18977ecd05c902f5df7,Trio 1,Isager Yarn,Aran (8 wpi),
eabdc15f0f313da9d8c63f7f940f513a54dd4959,Lofty Plied,Miss La Motte,Fingering (14 wpi),
116fa7b3eda75656f9ae9bc11d085e37f86a7df4,Merino,Knitting for Olive,Aran (8 wpi),
b4a5a0a5832ce70b62071802265e5d5cde7f7a56,ColourLab Aran,West Yorkshire Spinners,Aran (8 wpi),
4f4c77b227edec75aec4c03232c9f90e060813db,Angel Lace,Wool & Forest,Sport (12 wpi),
18c49639031c5199c9cf67e1d2f17a7b0e054d87,Angel 400,Wool & Forest,Sport (12 wpi),
8db0415622986c4c60a4b477561ad9652dc623d7,Cashmere Caverns Sock,Explorer Knits + Fibers,DK (11 wpi),
4b5c4188da37f3df5e98ade4c670dbae320d3c33,Mélange n.1 ,Julie Asselin,DK (11 wpi),
0eb5f7d65e41f2843c92c8efac7d2526f817e748,Birdie,Dimond Laine,Lace,
41467d22890382f65b10bd5dc3158e8ad1fc5670,Merino Aran,Säie Wool,Aran (8 wpi),
1127f78ba4db1d0d93a2835361b1dc9cdd62cd1c,Baby Panda,Rauma,Fingering (14 wpi),
e6f0cb260e036e1bb51d5462f913f8688eed2858,Kinu,ITO,Worsted (9 wpi),
58e50cc68ad1078830a5cd81daa1c77c61a67dd3,So Asa,ITO,Worsted (9 wpi),
66269342a2bc51078cc5be5eb5629750e0e03c77,Sabri,Illimani Yarn,Fingering (14 wpi),
7bdf068eaac2d131977c378073db4f2ebd28470b,Alpaca Soxx 4 ply SW,Lang Yarns,DK (11 wpi),
ca28d67fe1e57f188eb29f3162f89a764d186358,Blow,Kit Couture,Aran (8 wpi),
eefc13e78177c29de164276733e39d4c8adc5160,Puno Fine,MAJO GARN,Worsted (9 wpi),
b13307b5a883be5d20ed136fa6cf28f711603280,Pearl Mohair,MAJO GARN,Aran (8 wpi),
28a239a5615915e316c4088bc2c32999be65c57e,Tweed Supreme,MAJO GARN,Aran (8 wpi),
acab9c929e08f1f88642ba35def23c805d45f0bb,Munja,Wollspinnerei Vetsch,Worsted (9 wpi),
0768c5d22a3929f98a925afb11cec3821f3692de,Sabri II,Illimani Yarn,Worsted (9 wpi),
1a4614c9d5b98850f04ed399208c9100f94b8dbb,Natural Alpaca Pelo,Lana Grossa,Worsted (9 wpi),
0cf37c5d1a65d560ab722c3feeebfa550de41d80,Cotton-Merino,Katia,Worsted (9 wpi),
cf095915abd6ead7a7d19e14b1eff14c58cceea5,Targhee Worsted,Little Skein Yarn,Worsted (9 wpi),
5abd83a2b411e943145eea14f06eea52c1182b0d,GENMOU 原毛に近いメリノウール,Daruma,Bulky (7 wpi),
d296080f11a318c4fcf303f351538a2396ffd3fb,Kid Silk,Austermann,Light Fingering,
a7f00fffc57b8db6f8a72d09524dc1ae967cb327,Dulcie,Debbie Bliss,Bulky (7 wpi),
ea0b6c13be7e78dd1999a3e4fdbba994c5caf9fe,Merino Worsted,Daruma,Worsted (9 wpi),
fa15fb46d7422edbd01ab9ed68588bce95d8b5f3,Floret,Daruma,Worsted (9 wpi),
1a1c3776328c65e159e7277381f1677d27cf76a7,The Baby Alpaca,we are knitters,Bulky (7 wpi),
c3ec6604db095b1124f7bab74c1a507118d44c2c,Kumo,La Bien Aimée,Bulky (7 wpi),
b3873d6a424b8fc2e08863dd9349f36b2a809e7f,Touch Me Mohair,we are knitters,Fingering (14 wpi),
b918e2f5ccbcb149d9933120ab0dd5eefe537175,Tweed Delight,Hobbii,Aran (8 wpi),
5d286079f826ab120aacd9239b8be9e4fbfef2d2,Gilitrutt Tvíband,Hélène Magnusson Yarns,Sport (12 wpi),
ead6dec69fc451b632dd6b54f04a2ab6dc6887a5,Ny Katla Icelandic Lambswool Fjórfaldband,Hélène Magnusson Yarns,Sport (12 wpi),
0d48fa75195e777fdfdb1447fce60723490e9a67,La Rinconada,WoolDreamers,Worsted (9 wpi),
1c1ca2307d3ebf5cf7445929e2bb566cee61b72a,Cautiva,WoolDreamers,Worsted (9 wpi),
e8e32ac10338915ef0c30aba58b71ae4c07cc80d,Morning Salutation Vegan Fino,Kremke Soul Wool ,Light Fingering,
733a776c745d8aec71e679081fa04fd404508851,Bulky Light,Rosários 4,Super Bulky (5-6 wpi),
a318b9e18463b52e28f69e4aef609158fc79d452,Roma,Debbie Bliss,Super Bulky (5-6 wpi),
